ref_area.label,indicator.label,source.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2004,91.495,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2004,945.769,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2004,91.495,,,,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2004,945.769,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2004,987.992,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2004,18018.893,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2004,987.992,,,,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2004,18018.893,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2004,107.057,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2004,4310.63,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2004,107.057,,,,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2004,4310.63,,,,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2004,360.312,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2004,28302.25,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2004,360.312,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2004,28302.25,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,197.631,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,3747.423,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,197.631,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,3747.423,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,86.356,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,4235.413,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,86.356,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,4235.413,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,266.364,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,2981.917,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,266.364,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,2981.917,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,272.005,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,1572.915,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,272.005,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,1572.915,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,16.492,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,348.031,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,16.492,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Cyprus,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,348.031,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,189.444,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,4764.021,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,189.444,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Czechia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,4764.021,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,87.454,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,2752.362,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,87.454,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Denmark,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,2752.362,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,31.945,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,615.553,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,31.945,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Estonia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,615.553,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,115.577,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,2400.812,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,115.577,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Finland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,2400.812,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,905.182,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,24984.179,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,905.182,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
France,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,24984.179,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,863.103,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,36361.638,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,863.103,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Germany,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,36361.638,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,540.287,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,4443.531,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,540.287,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Greece,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,4443.531,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,189.86,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,3901.463,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,189.86,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Hungary,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,3901.463,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,115.283,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,1951.997,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,115.283,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Ireland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,1951.997,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,940.819,Break in series,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,22407.003,Break in series,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,940.819,Break in series,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Italy,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,22407.003,Break in series,,Unemployment definition: Two criteria (not in employment and seeking) | Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,117.179,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,972.344,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,117.179,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Latvia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,972.344,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,204.712,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,1434.447,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,204.712,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Lithuania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,1434.447,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,3.355,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,193.566,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,3.355,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Luxembourg,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,193.566,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,3.13,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,149.356,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,3.13,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Malta,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,149.356,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,275.782,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,7831.407,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,275.782,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Netherlands,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,7831.407,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,2452.089,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,14115.586,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,2452.089,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Poland,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,14115.586,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,608.271,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,5047.333,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,608.271,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Portugal,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,5047.333,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,2943.139,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,9114.581,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,2943.139,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Romania,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,9114.581,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,105.037,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,2215.235,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,105.037,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovakia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,2215.235,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,86.1,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,949.224,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,86.1,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Slovenia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,949.224,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,1017.85,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,19206.988,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,1017.85,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Spain,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,19206.988,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,100.369,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,4336.45,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,100.369,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Sweden,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,4336.45,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2005,394.612,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2005,28738.679,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2005,394.612,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
United Kingdom,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2005,28738.679,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,200.653,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,3825.993,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,200.653,,,,Repository: Eurostat special tabulation
Austria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,3825.993,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,83.316,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,4263.962,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,83.316,,,,Repository: Eurostat special tabulation
Belgium,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,4263.962,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,252.157,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,3109.985,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Agriculture,2006,252.157,,,,Repository: Eurostat special tabulation
Bulgaria,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Broad sector): Total,2006,3109.985,,,,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Agriculture,2006,225.827,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Croatia,Employment by sex and economic activity (thousands),LFS - EU Labour Force Survey,Sex: Total,Economic activity (Aggregate): Total,2006,1586.321,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
